,smiles,FDA_APPROVED,CT_TOX,cano_smiles
521,Clc1c2Oc3c(O[C@H]4[C@H](O[C@@H]5O[C@@H](C)[C@@H](O)[C@](N)(C)C5)[C@@H](O)[C@H](O)[C@@H](CO)O4)c4Oc5c(Cl)cc([C@@H](O)[C@H]6C(=O)N[C@H](C(=O)O)c7c(c(O)cc(O)c7)-c7c(O)ccc([C@H](C(=O)N6)NC(=O)[C@H](NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](NC(=O)[C@H](NC)CC(C)C)[C@H](O)c(c1)cc2)c(c3)c4)c7)cc5,1,0,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O
522,O=C(C)[C@@]1(O)C[C@H](O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](N)C2)c2c(O)c3C(=O)c4c(OC)cccc4C(=O)c3c(O)c2C1,0,1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
523,O=C(CO)[C@@]1(O)C[C@H](O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](N)C2)c2c(O)c3C(=O)c4c(OC)cccc4C(=O)c3c(O)c2C1,0,1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
524,O=C(C)[C@@]1(O)C[C@H](O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H]([N+])C2)c2c(O)c3C(=O)c4c(OC)cccc4C(=O)c3c([O-])c2C1,1,0,COc1cccc2c1C(=O)c1c(O)c3c(c([O-])c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H]([N+])[C@H](O)[C@H](C)O1
525,O=C(CO)[C@@]1(O)C[C@H](O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H]([N+])C2)c2c(O)c3C(=O)c4c(OC)cccc4C(=O)c3c([O-])c2C1,1,0,COc1cccc2c1C(=O)c1c(O)c3c(c([O-])c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H]([N+])[C@H](O)[C@H](C)O1
526,O=C(C)[C@@]1(O)C[C@H](O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H]([N+])C2)c2c(O)c3C(=O)c4c(C(=O)c3c([O-])c2C1)cccc4,1,0,CC(=O)[C@]1(O)Cc2c([O-])c3c(c(O)c2[C@@H](O[C@H]2C[C@H]([N+])[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O
527,P(=O)([O-])([O-])[C@@H]1[C@H](C)O1,1,0,C[C@@H]1O[C@@H]1P(=O)([O-])[O-]
528,Oc1cc2[C@@]3(C)[C@@H](C)[C@H](N(C/C=C(\C)/C)CC3)Cc2cc1,1,0,CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C
529,O=C(N)C1C(=O)[C@@H]([N+](C)C)[C@@H]2[C@@H](O)[C@@H]3[C@@H](C)c4c(c(O)ccc4)C(=O)C3=C([O-])[C@]2(O)C1=O,1,0,C[C@H]1c2cccc(O)c2C(=O)C2=C([O-])[C@]3(O)C(=O)C(C(N)=O)C(=O)[C@@H]([N+](C)C)[C@@H]3[C@@H](O)[C@@H]21
530,O=C(O[C@@]1(C(=O)C)[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)C([C@@H](C)C3)=CC(=O)CC4)CC2)CC1)C,1,0,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
531,F[C@@H]1C=2[C@@](C)([C@@]3(F)[C@@H](O)C[C@]4(C)[C@@](OC(=O)C)(C(=O)COC(=O)C)[C@@H](C)C[C@H]4[C@@H]3C1)C=CC(=O)C=2,1,0,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
532,F[C@]12[C@@H](O)C[C@]3(C)[C@@](O)(C(=O)C)CC[C@H]3[C@@H]1C[C@H](C)C=1[C@]2(C)C=CC(=O)C=1,1,0,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
533,F[C@]12[C@@H](O)C[C@]3(C)[C@@](OC(=O)C)(C(=O)C)CC[C@H]3[C@@H]1C[C@H](C)C=1[C@]2(C)C=CC(=O)C=1,1,0,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
534,O=C(CO)[C@]1(O)[C@]2(C)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C([C@@H](C)C3)=CC(=O)C=C2)CC1,1,0,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12
535,O=C(OCC(=O)[C@]1(O)[C@]2(C)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C([C@@H](C)C3)=CC(=O)C=C2)CC1)CCC(=O)O,1,0,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)COC(=O)CCC(=O)O)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12
536,O=C(C)[C@@H]1[C@]2(C)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C([C@@H](C)C3)=CC(=O)CC2)CC1,1,0,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
537,F[C@]12[C@@H](O)C[C@]3(C)[C@@](O)(C(=O)CO)[C@@H](C)C[C@H]3[C@@H]1CCC=1[C@]2(C)C=CC(=O)C=1,1,0,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
538,F[C@]12[C@@H](O)C[C@]3(C)[C@@](OC(=O)c4ccccc4)(C(=O)CO)[C@@H](C)C[C@H]3[C@@H]1CCC=1[C@]2(C)C=CC(=O)C=1,1,0,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccccc1)C(=O)CO
539,F[C@]12[C@@H](O)C[C@]3(C)[C@@](O)(C(=O)COC(=O)C)[C@@H](C)C[C@H]3[C@@H]1CCC=1[C@]2(C)C=CC(=O)C=1,1,0,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
540,O=C(CO)[C@@]1(O)[C@@H](C)C[C@@H]2[C@]1(C)CC(=O)[C@@H]1[C@]3(C)C(=CC(=O)C=C3)CC[C@@H]21,1,0,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO
541,O=C(NCC(=O)O)[C@H](CN1C[C@H](C)[C@](C)(c2cc(O)ccc2)CC1)Cc1ccccc1,1,0,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1
542,C(=C)(C)[C@H]1C[C@]2([C@@H](C)CCC=C2C)CC1,1,0,C=C(C)[C@@H]1CC[C@@]2(C1)C(C)=CCC[C@@H]2C
543,O=C(N[C@@H](C(C)C)CN1C[C@H](C)[C@](C)(c2cc(O)ccc2)CC1)[C@@H]1NCc2c(ccc(O)c2)C1,0,1,CC(C)[C@@H](CN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1)NC(=O)[C@H]1Cc2ccc(O)cc2CN1
544,Fc1c(N2CCN(C)CC2)c2OC[C@H](C)N3c2c(C(=O)C(C(=O)O)=C3)c1,1,0,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
545,O=C([O-])C[C@@H](O)C[N+](C)(C)C,1,0,C[N+](C)(C)C[C@H](O)CC(=O)[O-]
546,O=C([O-])C[N+](C)(C)C,1,0,C[N+](C)(C)CC(=O)[O-]
547,[N+](CCCCCC[N+]CC=C)(C)(C)C,1,0,C=CC[N+]CCCCCC[N+](C)(C)C
548,[N+](CCCCCCCCCC[N+](C)(C)C)(C)(C)C,1,0,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C
549,O=C(OCC[N+](C)(C)C)CCC(=O)OCC[N+](C)(C)C,1,0,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C
550,O=C(OCC[N+](C)(C)C)N,1,0,C[N+](C)(C)CCOC(N)=O
551,[N+](CCCCCC[N+](C)(C)C1c2c(-c3c1cccc3)cccc2)(C)(C)C1c2c(-c3c1cccc3)cccc2,1,0,C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21
552,O=C(OC1C[C@@H]2[N+](C)(C)[C@@H]([C@H]3O[C@@H]23)C1)C(O)(c1sccc1)c1sccc1,1,0,C[N+]1(C)[C@H]2CC(OC(=O)C(O)(c3cccs3)c3cccs3)C[C@@H]1[C@H]1O[C@@H]21
553,O=C(OC1CC2[N+](C)(C)C(C1)CC2)C(O)c1ccccc1,1,0,C[N+]1(C)C2CCC1CC(OC(=O)C(O)c1ccccc1)C2
554,O=C1[C@@H]2Oc3c(O)ccc4c3[C@@]32[C@](O)([C@H]([N+](CC2CC2)(C)CC3)C4)CC1,1,0,C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5
555,C(c1ccccc1)(c1ccccc1)=C1CC[N+](C)(C)CC1,1,0,C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1
556,O=C(OC1C[N+](C)(C)CC1)C(O)(c1ccccc1)C1CCCC1,1,0,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1
557,O=C(OCCC[N+]1(C)[C@@H](Cc2cc(OC)c(OC)c(OC)c2)c2c(OC)c(OC)c(OC)cc2CC1)CCC(=O)OCCC[N+]1(C)[C@H](Cc2cc(OC)c(OC)c(OC)c2)c2c(OC)c(OC)c(OC)cc2CC1,1,0,COc1cc(C[C@H]2c3c(cc(OC)c(OC)c3OC)CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCc3cc(OC)c(OC)c(OC)c3[C@H]2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC
558,O=C(OCCC[N+]1(C)[C@H](Cc2cc(OC)c(OC)c(OC)c2)c2c(cc(OC)c(OC)c2)CC1)CC/C=C/CCC(=O)OCCC[N+]1(C)[C@H](Cc2cc(OC)c(OC)c(OC)c2)c2c(cc(OC)c(OC)c2)CC1,1,0,COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2
559,O=C(OCCCCCOC(=O)CC[N+]1(C)C(Cc2cc(OC)c(OC)cc2)c2c(cc(OC)c(OC)c2)CC1)CC[N+]1(C)C(Cc2cc(OC)c(OC)cc2)c2c(cc(OC)c(OC)c2)CC1,1,0,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC
560,O(C)c1c(OC)cc2c3[C@H]([N+](C)(C)CC2)Cc2cc(c(OC)cc2)Oc2c(OC)cc4c([C@@H]([N+](C)(C)CC4)Cc4ccc(Oc13)cc4)c2,1,0,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3
561,O=C(OC1C[N+](C)(C)CCC1)C(O)(c1ccccc1)c1ccccc1,1,0,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1
562,O=C(N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)/C(=N/OC)/c1nc(N)sc1,1,0,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1
563,C(CC[N+]1(C)CCCC1)CC[N+]1(C)CCCC1,1,0,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1
564,OC(CN1CC[N+](C)(C)CC1)(c1ccccc1)C1CCCCC1,1,0,C[N+]1(C)CCN(CC(O)(c2ccccc2)C2CCCCC2)CC1
565,O=C(OC1C2CC[N+](C)(C1)CC2)C(O)(c1ccccc1)c1ccccc1,1,0,C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2
566,O=C(Oc1c[n+](C)ccc1)N(C)C,1,0,CN(C)C(=O)Oc1ccc[n+](C)c1
567,O/N=C/c1[n+](C)cccc1,1,0,C[n+]1ccccc1/C=N/O
569,O=C(N)C1C(=O)[C@@H]([N+](C)C)[C@@H]2[C@@H](O)[C@@H]3C(=C)c4c(c(O)ccc4)C(=O)C3=C([O-])[C@]2(O)C1=O,1,0,C=C1c2cccc(O)c2C(=O)C2=C([O-])[C@]3(O)C(=O)C(C(N)=O)C(=O)[C@@H]([N+](C)C)[C@@H]3[C@@H](O)[C@H]12
570,Clc1c2[C@@H](O)[C@@H]3C(C(=O)c2c(O)cc1)=C([O-])[C@]1(O)C(=O)C(C(=O)N)C(=O)[C@@H]([N+](C)C)[C@@H]1C3,1,0,C[N+](C)[C@@H]1C(=O)C(C(N)=O)C(=O)[C@@]2(O)C([O-])=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12
572,Oc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,1,0,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1
574,O=C(O)Cc1cc2/C(=C/CCN(C)C)/c3c(cccc3)COc2cc1,1,0,CN(C)CC/C=C1\c2ccccc2COc2ccc(CC(=O)O)cc21
575,Clc1cc2/C(=C/CCN(C)C)/c3c(Sc2cc1)cccc3,1,0,CN(C)CC/C=C1\c2ccccc2Sc2ccc(Cl)cc21
576,Brc1ccc([C@H](CCN(C)C)c2ncccc2)cc1,1,0,CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1
577,Brc1ccc(C(CCN(C)C)c2ncccc2)cc1,1,0,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1
578,Clc1ccc(C(CCN(C)C)c2ncccc2)cc1,1,0,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1
579,Clc1c(C(O)(CCN(C)C)c2ccccc2)cccc1,1,0,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl
580,N(CCC(c1ncccc1)c1ccccc1)(C)C,1,0,CN(C)CCC(c1ccccc1)c1ccccn1
581,O=C1OC[C@H](Cc2cc3c(CCN(C)C)c[nH]c3cc2)N1,1,0,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12
582,N(CCc1c2c([nH]c1)ccc(Cn1ncnc1)c2)(C)C,1,0,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12
583,S(=O)(=O)(Cc1cc2c(CCN(C)C)c[nH]c2cc1)N1CCCC1,1,0,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12
584,Fc1ccc([C@]2(CCCN(C)C)OCc3c2ccc(C#N)c3)cc1,1,0,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
585,Fc1ccc(C2(CCCN(C)C)OCc3c2ccc(C#N)c3)cc1,1,0,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
586,N(CC/C=C/1\c2c(cccc2)CCc2c\1cccc2)(C)C,1,0,CN(C)CCC=C1c2ccccc2CCc2ccccc21
587,Clc1cc2N(CCCN(C)C)c3c(cccc3)CCc2cc1,1,0,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21
588,N(CCCN1c2c(cccc2)CCc2c1cccc2)(C)C,1,0,CN(C)CCCN1c2ccccc2CCc2ccccc21
589,FC(F)(F)c1cc2N(CCCN(C)C)c3c(Sc2cc1)cccc3,1,0,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21
590,Clc1cc2N(CCCN(C)C)c3c(Sc2cc1)cccc3,1,0,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
591,N(CCCN1c2c(Sc3c1cccc3)cccc2)(C)C,1,0,CN(C)CCCN1c2ccccc2Sc2ccccc21
592,O(C)c1ccc(CN(CCN(C)C)c2ncccc2)cc1,1,0,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1
593,N(CCN(Cc1ccccc1)c1ncccc1)(C)C,1,0,CN(C)CCN(Cc1ccccc1)c1ccccn1
594,S(CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3nc(N)sc3)[C@H]2SC1)c1n(CCN(C)C)nnn1,1,0,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1
595,Clc1ccc(C(OCCN(C)C)c2ncccc2)cc1,1,0,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1
596,O(C(c1ccccc1)c1ccccc1)CCN(C)C,1,0,CN(C)CCOC(c1ccccc1)c1ccccc1
597,O=C(OCCN(C)C)C(c1ccccc1)C1(O)CCCC1,1,0,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1
598,ClCC/C(=C(/c1ccc(OCCN(C)C)cc1)\c1ccccc1)/c1ccccc1,1,0,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1
599,O=C(NCc1ccc(OCCN(C)C)cc1)c1cc(OC)c(OC)c(OC)c1,1,0,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC
600,N(C/C=C/c1ccccc1)(Cc1c2c(ccc1)cccc2)C,1,0,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12
601,N(CC#C)(Cc1ccccc1)C,1,0,C#CCN(C)Cc1ccccc1
602,S(=O)(=O)(Nc1ccc(OCCN(CCc2ccc(NS(=O)(=O)C)cc2)C)cc1)C,1,0,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1
603,ClCCN(CCCl)C,1,0,CN(CCCl)CCCl
604,O=C(OC1C[C@@H]2N(C)[C@@H]([C@H]3O[C@@H]23)C1)[C@H](CO)c1ccccc1,1,0,CN1[C@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21
605,O(C(c1ccccc1)c1ccccc1)C1C[C@@H]2N(C)[C@@H](C1)CC2,1,0,CN1[C@@H]2CC[C@@H]1CC(OC(c1ccccc1)c1ccccc1)C2
606,O=C(OC1C[C@@H]2N(C)[C@H](C1)CC2)C(CO)c1ccccc1,1,0,CN1[C@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2
607,O=C(OC1CC2N(C)C(C3OC23)C1)C(CO)c1ccccc1,1,0,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12
608,Clc1cc2[C@@H]3[C@@H](c4c(Oc2cc1)cccc4)CN(C)C3,1,0,CN1C[C@@H]2c3ccccc3Oc3ccc(Cl)cc3[C@H]2C1
610,O(C)c1cc2c(cc1)C[C@@H]1N(C)CC[C@]32[C@@H]1CCCC3,1,0,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3
611,O[C@@H]1[C@@H]2Oc3c(O)ccc4c3[C@@]32[C@H]([C@H](N(C)CC3)C4)C=C1,1,0,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
612,O(C)c1c2O[C@H]3[C@@H](O)CC[C@H]4[C@@H]5N(C)CC[C@]34c2c(cc1)C5,1,0,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314
613,O=C1[C@@H]2Oc3c(O)ccc4c3[C@@]32[C@](O)([C@H](N(C)CC3)C4)CC1,1,0,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5
614,O(C)c1c2O[C@H]3C(=O)CC[C@@]4(O)[C@@H]5N(C)CC[C@]34c2c(cc1)C5,1,0,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314
615,O=C1[C@@H]2Oc3c(O)ccc4c3[C@@]32[C@H]([C@H](N(C)CC3)C4)CC1,1,0,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5
616,O(C)c1c2O[C@H]3C(=O)CC[C@H]4[C@@H]5N(C)CC[C@]34c2c(cc1)C5,1,0,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314
617,Oc1cc2c(cc1)C[C@H]1N(C)CC[C@@]32[C@H]1CCCC3,1,0,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13
618,C(N1c2c(Sc3c1cccc3)cccc2)C1CN(C)CC1,1,0,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1
619,O=C1c2sccc2/C(=C\2/CCN(C)CC/2)/c2c(cccc2)C1,1,0,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1
620,CN1CCC(=C2c3c(cccc3)C=Cc3c2cccc3)CC1,1,0,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1
621,CN1CC/C(=C\2/c3ncccc3CCc3c/2cccc3)/CC1,1,0,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1
622,O=Cc1n2c(/C(=C\3/CC[N+](C)CC/3)/c3c(cccc3)CC2)nc1,1,0,C[N+]1CCC(=C2c3ccccc3CCn3c(C=O)cnc32)CC1
623,Brc1cc(F)c(Nc2ncnc3c2cc(OC)c(OCC2CCN(C)CC2)c3)cc1,1,0,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1
624,O(C(c1ccccc1)c1ccccc1)C1CCN(C)CC1,1,0,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1
625,O(C)c1c([O-])c2Oc3ccc(cc3)C[C@@H]3[N+](C)CCc4c3cc(c(OC)c4)Oc3c(O)ccc(c3)C[C@H]3[N+](C)(C)CCc(c23)c1,1,0,COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c([O-])c4Oc4ccc(cc4)C[C@@H]3[N+](C)CC2)CC[N+]1(C)C
626,Oc1c(O)ccc2c1-c1c3[C@H](N(C)CCc3ccc1)C2,1,0,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3
627,S(=O)(=O)(CCc1cc2c(C[C@@H]3N(C)CCC3)c[nH]c2cc1)c1ccccc1,1,0,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12
628,CN1[C@H](c2cnccc2)CCC1,1,0,CN1CCC[C@H]1c1cccnc1
629,C(C1c2c(Sc3c1cccc3)cccc2)C1CN(C)CCC1,1,0,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1
630,Clc1ccc(CC2=NN(C(=O)c3c2cccc3)C2CCN(C)CCC2)cc1,1,0,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1
631,[SH0](=O)(C)c1cc2N(CCC3N(C)CCCC3)c3c(Sc2cc1)cccc3,1,0,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21
632,S(C)c1cc2N(CCC3N(C)CCCC3)c3c(Sc2cc1)cccc3,1,0,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2
633,C(N1CCN(C)CC1)(c1ccccc1)c1ccccc1,1,0,CN1CCN(C(c2ccccc2)c2ccccc2)CC1
634,Clc1cnc(N2[C@@H](OC(=O)N3CCN(C)CC3)c3nccnc3C2=O)cc1,1,0,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1
635,Clc1cc2N=C(N3CCN(C)CC3)c3c(Nc2cc1)cccc3,1,0,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
636,Clc1cc2C(N3CCN(C)CC3)=Nc3c(Oc2cc1)cccc3,1,0,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1
637,S(=O)(=O)(N(C)C)c1cc2/C(=C/CCN3CCN(C)CC3)/c3c(Sc2cc1)cccc3,1,0,CN1CCN(CC/C=C2\c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
638,FC(F)(F)c1cc2N(CCCN3CCN(C)CC3)c3c(Sc2cc1)cccc3,1,0,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
639,Clc1cc2N(CCCN3CCN(C)CC3)c3c(Sc2cc1)cccc3,1,0,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
640,CN1CC2N(c3ncccc3Cc3c2cccc3)CC1,1,0,CN1CCN2c3ncccc3Cc3ccccc3C2C1
641,S(CCN/C(=N/C)/C=[N+](\[O-])/[O-])Cc1oc(C[N+](C)C)cc1,1,0,C/N=C(\C=[N+]([O-])[O-])NCCSCc1ccc(C[N+](C)C)o1
642,O=C(N)c1cc2c([nH]c3c2C[C@H](NC)CC3)cc1,1,0,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1
643,Clc1c(Cl)ccc([C@H]2c3c([C@@H](NC)CC2)cccc3)c1,1,0,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21
644,Clc1c(C2(NC)C(=O)CCCC2)cccc1,1,0,CNC1(c2ccccc2Cl)CCCCC1=O
645,O[C@@H]([C@H](O)[C@@H](O)CNC)[C@H](O)CO,1,0,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
646,O[C@@H](CNC)c1cc(O)c(O)cc1,1,0,CNC[C@H](O)c1ccc(O)c(O)c1
647,O[C@@H](CNC)c1cc(O)ccc1,1,0,CNC[C@H](O)c1cccc(O)c1
649,FC(F)(F)c1ccc(OC(CCNC)c2ccccc2)cc1,1,0,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
650,N(CCCC12c3c(cccc3)C(c3c1cccc3)CC2)C,1,0,CNCCCC12CCC(c3ccccc31)c1ccccc12
