,Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles,cano_smiles
615,Dexamethasone,-3.4000001,1,392.46701,3,4,2,94.83000200000001,-3.5899998999999996,FC12C3(C)C(=CC(=O)C=C3)CCC1C1C(C)(C(O)(C(=O)CO)C(C)C1)CC2O,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
616,"2,6-Dimethylnaphthalene ",-4.1469998,1,156.22799999999998,0,2,0,0.0,-4.8899999,Cc1cc2c(cc(C)cc2)cc1,Cc1ccc2cc(C)ccc2c1
617,Butylate,-3.4530001000000006,1,217.37801000000002,0,0,5,20.309998999999998,-3.6800001000000004,S(C(=O)N(CC(C)C)CC(C)C)CC,CCSC(=O)N(CC(C)C)CC(C)C
618,nitroglycerin,-2.029,1,227.08501,0,0,8,157.11,-2.22,O=[N+](OC(CO[N+](=O)[O-])CO[N+](=O)[O-])[O-],O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-]
619,m-Nitroaniline,-1.936,1,138.12601,1,1,1,69.160004,-2.1900001000000002,O=[N+]([O-])c1cc(N)ccc1,Nc1cccc([N+](=O)[O-])c1
620,1-Chlorobutane,-1.9400001,1,92.569,0,0,2,0.0,-2.03,ClCCCC,CCCCCl
621,triforine,-3.7149998999999996,1,430.93399000000005,2,1,6,64.68,-4.190000100000001,ClC(Cl)(Cl)C(NC=O)N1C=CN(C(NC=O)C(Cl)(Cl)Cl)C=C1,O=CNC(N1C=CN(C(NC=O)C(Cl)(Cl)Cl)C=C1)C(Cl)(Cl)Cl
622,Fluridone,-4.2490001,1,329.32101,0,3,2,22.0,-4.4450002,FC(F)(F)c1cc(C=2C(=O)C(c3ccccc3)=CN(C)C=2)ccc1,Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1
623,6-aminochrysene,-4.849,1,243.30901,1,4,0,26.02,-6.1999998,Nc1c2c(c3c(c4c(cc3)cccc4)c1)cccc2,Nc1cc2c3ccccc3ccc2c2ccccc12
624,Estrone,-3.872,1,270.37201,1,4,0,37.299999,-3.9549999,O=C1C2(C)C(C3C(c4c(cc(O)cc4)CC3)CC2)CC1,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O
625,RTI 17,-4.2270002,1,269.37299,0,3,1,19.370001000000002,-4.7059999,S=C1N(C)c2c(N(CC)c3ncccc13)cccc2,CCN1c2ccccc2N(C)C(=S)c2cccnc21
626,"1,2-Propylene oxide",-0.35800001,1,58.080002,0,1,0,12.53,-0.58999997,CC1OC1,CC1CO1
627,Nitrazepam,-3.4730000000000003,1,281.27099999999996,1,3,2,84.599998,-3.7960000000000003,O=[N+]([O-])c1cc2C(c3ccccc3)=NCC(=O)Nc2cc1,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1
628,"1,3-diethylthiourea",-1.028,1,132.23199,2,0,2,24.059998999999998,-1.46,S=C(NCC)NCC,CCNC(=S)NCC
629,"2,3,5-Trichlorophenol",-3.78,1,197.44799999999998,1,1,0,20.23,-2.6700001,Clc1c(Cl)cc(Cl)cc1O,Oc1cc(Cl)cc(Cl)c1Cl
630,Propyl propanoate,-1.545,1,116.16,0,0,3,26.299999,-1.34,O=C(OC)CCCC,CCCCC(=O)OC
631,Aniline ,-1.632,1,93.128998,1,1,0,26.02,-0.41,Nc1ccccc1,Nc1ccccc1
632,"1,5-Dimethlnapthalene",-4.1469998,1,156.22799999999998,0,2,0,0.0,-4.6789999,Cc1c2c(c(C)ccc2)ccc1,Cc1cccc2c(C)cccc12
633,hydrochlorothiazide,-1.72,1,297.745,3,2,1,118.36,-2.6300001,Clc1c(S(=O)(=O)N)cc2S(=O)(=O)NCNc2c1,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O
634,Acenapthylene,-3.6819998999999997,2,152.196,0,3,0,0.0,-3.96,c12c3cccc1C=Cc2ccc3,C1=Cc2cccc3cccc1c23
635,Ethyl butyrate,-2.2539999,1,144.214,0,0,5,26.299999,-1.28,O=C(OCCCCC)CC,CCCCCOC(=O)CC
636,Atratone,-3.1849998999999998,1,211.269,2,1,5,71.959999,-2.0840001,O(C)c1nc(NC(C)C)nc(NCC)n1,CCNc1nc(NC(C)C)nc(OC)n1
637,Benzo(a)pyrene,-6.007000000000001,2,252.31599,0,5,0,0.0,-8.699000400000001,c12c3c4ccc1c1c(cc2ccc3ccc4)cccc1,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34
638,Bromoethane,-1.5290000000000001,1,108.96600000000001,0,0,0,0.0,-1.09,BrCC,CCBr
639,3-Hexyne,-1.933,1,82.146004,0,0,0,0.0,-1.99,C(#CCC)CC,CCC#CCC
640,Digitoxin,-6.1139998,1,764.9500099999999,5,8,7,182.83,-5.2930002,O=C1OCC(C2C3(C)C(O)(C4C(C5(C)C(CC(OC6OC(C)C(OC7OC(C)C(OC8OC(C)C(O)C(O)C8)C(O)C7)C(O)C6)CC5)CC4)CC3)CC2)=C1,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O
641,2-Methyl-1-Butene,-1.994,1,70.135002,0,0,1,0.0,-2.73,C(=C)(CC)C,C=C(C)CC
642,8-quinolinol,-2.7249999,1,145.161,1,2,0,33.119999,-2.4200001,Oc1c2ncccc2ccc1,Oc1cccc2cccnc12
643,"1,2,3,4-Tetrahydronapthalene",-3.447,2,132.20598999999999,0,2,0,0.0,-4.369999900000001,c12c(cccc1)CCCC2,c1ccc2c(c1)CCCC2
644,phenolphthalein,-4.5900002,1,318.328,2,4,2,66.760002,-2.9000001,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2c1cccc2,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
645,"1,3,5-Tribromobenzene",-5.27,1,314.802,0,1,0,0.0,-5.5999999,Brc1cc(Br)cc(Br)c1,Brc1cc(Br)cc(Br)c1
646,Ronnel,-5.2470002000000004,1,321.54901,0,1,4,27.690001000000002,-5.7199998,Clc1c(Cl)cc(OP(=S)(OC)OC)c(Cl)c1,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl
647,methylthiouracil,-0.54699999,1,142.183,2,1,0,48.650002,-2.4360001000000002,S=C1NC(=O)C=C(C)N1,Cc1cc(=O)[nH]c(=S)[nH]1
648,Eugenol,-2.675,1,164.20399,1,1,3,29.459999,-1.5599999,O(C)c1c(O)ccc(CC=C)c1,C=CCc1ccc(O)c(OC)c1
649,5-Allyl-5-isopropylbarbital,-1.706,1,210.233,2,1,3,75.269997,-1.7079999,O=C1C(C(C)C)(CC=C)C(=O)NC(=O)N1,C=CCC1(C(C)C)C(=O)NC(=O)NC1=O
650,Pyrene,-4.9569998,2,202.25599999999997,0,4,0,0.0,-6.1760000999999995,c12c3c4ccc1cccc2ccc3ccc4,c1cc2ccc3cccc4ccc(c1)c2c34
651,"1,1-Diethoxyethane ",-0.89899999,1,118.176,0,0,4,18.459999,-0.43000001,O(C(OCC)C)CC,CCOC(C)OCC
652,Clomazone,-3.0769999,1,239.702,0,2,2,29.540001,-2.3380001,Clc1c(CN2C(=O)C(C)(C)CO2)cccc1,CC1(C)CON(Cc2ccccc2Cl)C1=O
653,2-Butoxyethanol,-0.77499998,1,118.176,1,0,5,29.459999,-0.41999999,O(CCO)CCCC,CCCCOCCO
654,Quintozene,-5.098,1,295.336,0,1,1,43.139998999999996,-5.8200002,Clc1c(Cl)c(Cl)c([N+](=O)[O-])c(Cl)c1Cl,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
656,Flurochloridone,-4.7490001,1,312.11801,0,2,2,20.309998999999998,-4.046999899999999,ClCC1C(Cl)C(=O)N(c2cc(C(F)(F)F)ccc2)C1,O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1
657,Quinoline,-2.6630001,2,129.162,0,2,0,12.89,-1.3,n1c2c(ccc1)cccc2,c1ccc2ncccc2c1
658,methyl gallate,-1.913,1,184.14700000000002,3,1,1,86.989998,-1.24,O=C(OC)c1cc(O)c(O)c(O)c1,COC(=O)c1cc(O)c(O)c(O)c1
659,fluconazole,-2.418,1,306.276,1,3,5,81.650002,-1.8,Fc1c(C(O)(Cn2ncnc2)Cn2ncnc2)ccc(F)c1,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
660,Chlorzoxazone,-2.6789999,1,169.567,1,2,0,46.0,-2.8310001000000002,Clc1cc2NC(=O)Oc2cc1,O=c1[nH]c2cc(Cl)ccc2o1
661,"2,2',3,4,4',5',6-PCB",-7.897999799999999,1,395.327,0,2,1,0.0,-7.920000099999999,Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)-c1c(Cl)cc(Cl)cc1,Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1
662,alloxan,0.43599999,1,142.07001,2,1,0,92.339996,-1.25,O=C1C(=O)NC(=O)NC1=O,O=C1NC(=O)C(=O)C(=O)N1
663,"1,3-Dichloropropane",-1.618,1,112.98700000000001,0,0,2,0.0,-1.62,ClCCCCl,ClCCCCl
664,m-Fluorobromobenzene,-3.467,1,175.0,0,1,0,0.0,-2.6700001,Brc1cc(F)ccc1,Fc1cccc(Br)c1
665,p-Chlorobromobenzene,-3.928,1,191.455,0,1,0,0.0,-3.6300001,Brc1ccc(Cl)cc1,Clc1ccc(Br)cc1
666,"2,3-Dimethylbutane",-2.5840001,1,86.178001,0,0,1,0.0,-3.6500001,C(C(C)C)(C)C,CC(C)C(C)C
667,1-Butene,-1.655,1,56.108002,0,0,1,0.0,-1.9400001,C(=C)CC,C=CCC
668,"2,2',3,4,5,5'-PCB",-7.3429999000000015,1,360.88199,0,2,1,0.0,-7.679999799999999,Clc1c(Cl)c(Cl)cc(c1Cl)-c1c(Cl)ccc(Cl)c1,Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1
669,cytosine,0.050999999000000004,1,111.104,2,1,0,71.769997,-1.155,O=C1N=C(N)C=CN1,Nc1cc[nH]c(=O)n1
670,"1,1,2-Trichlorotrifluoroethane",-3.0769999,1,187.375,0,0,1,0.0,-3.04,ClC(Cl)(F)C(Cl)(F)F,FC(F)(Cl)C(F)(Cl)Cl
671,Propionitrile,-0.26899999,1,55.080002,0,0,0,23.790001,0.28,N#CCC,CCC#N
672,"O,P'-DDD",-6.007999900000001,1,320.04599,0,2,3,0.0,-6.5100002,ClC(Cl)C(c1c(Cl)cccc1)c1ccc(Cl)cc1,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1
673,o-Nitroanisole,-2.346,1,153.13699,0,1,2,52.369999,-1.96,O=[N+]([O-])c1c(OC)cccc1,COc1ccccc1[N+](=O)[O-]
674,Prasterone,-3.5639998999999998,1,288.431,1,4,0,37.299999,-4.1199999,O=C1C2(C)C(C3C(C4(C)C(=CC3)CC(O)CC4)CC2)CC1,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O
675,Procymidone,-3.464,1,284.142,0,3,1,37.380001,-4.8000002,Clc1cc(Cl)cc(N2C(=O)C3(C)C(C)(C2=O)C3)c1,CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O
676,Benzo[ghi]perylene,-6.4460001,2,276.33801,0,6,0,0.0,-9.0179996,c12c3c4c5c6c1c(ccc2ccc3ccc4ccc5)ccc6,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56
677,Dinoseb,-3.7149998999999996,1,240.215,1,1,4,106.51,-3.3800001,O=[N+]([O-])c1c(O)c(C(CC)C)cc([N+](=O)[O-])c1,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
678,meconin,-0.82499999,1,196.202,0,2,2,44.759997999999996,-1.899,O(C)C1=C(OC)C=CC2C1C(=O)OC2,COC1=C(OC)C2C(=O)OCC2C=C1
679,Glycerol,0.68800002,1,92.094002,3,0,2,60.689999,1.12,OC(CO)CO,OCC(O)CO
680,Guaiacol,-1.9409999999999998,1,124.139,1,1,1,29.459999,-1.96,O(C)c1c(O)cccc1,COc1ccccc1O
681,chlorpyrifos,-4.9720001,1,350.591,0,1,6,40.580002,-5.670000099999999,Clc1c(Cl)cc(Cl)c(OP(=S)(OCC)OCC)n1,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl
682,9-Methylanthracene,-4.869999900000001,1,192.261,0,3,0,0.0,-5.8899999,Cc1c2c(cc3c1cccc3)cccc2,Cc1c2ccccc2cc2ccccc12
683,Antipyrene,-1.733,1,188.23,0,2,1,26.93,0.71499997,O=C1N(N(C)C(C)=C1)c1ccccc1,Cc1cc(=O)n(-c2ccccc2)n1C
684,Methyl butyl ether ,-1.072,1,88.150002,0,0,3,9.2299995,-0.99000001,O(CCCC)C,CCCCOC
685,7-methylpteridine,-1.24,1,146.153,0,2,0,51.560001,-0.85399997,Cc1nc2ncncc2nc1,Cc1cnc2cncnc2n1
686,simazine,-2.8110001000000002,1,201.66099999999997,2,1,4,62.73,-4.5500002,Clc1nc(NCC)nc(NCC)n1,CCNc1nc(Cl)nc(NCC)n1
687,"N,N-Dimethylacetamide",0.12300000000000001,1,87.122002,0,0,0,20.309998999999998,1.11,O=C(N(C)C)C,CC(=O)N(C)C
688,Simetryn,-2.6889998999999998,1,213.31,0,1,3,45.150002,-2.6760001,S(C)c1nc(N(C)C)nc(N(C)C)n1,CSc1nc(N(C)C)nc(N(C)C)n1
689,Ethylene,-0.815,1,28.054001,0,0,0,0.0,-0.40000001,C=C,C=C
690,"3,3-Dimethyl-1-butanol",-1.365,1,102.177,1,0,1,20.23,-0.5,OCCC(C)(C)C,CC(C)(C)CCO
691,5-Allyl-5-ethylbarbital,-1.368,1,196.20598999999999,2,1,3,75.269997,-1.614,O=C1C(CC=C)(CC)C(=O)NC(=O)N1,C=CCC1(CC)C(=O)NC(=O)NC1=O
692,"2,3,4-Trichlorophenol",-3.7049999,1,197.44799999999998,1,1,0,20.23,-2.6700001,Clc1c(Cl)c(O)ccc1Cl,Oc1ccc(Cl)c(Cl)c1Cl
693,Anisole,-2.3680000000000003,1,108.14,0,1,1,9.2299995,-1.85,O(C)c1ccccc1,COc1ccccc1
694,chloropropylate,-5.092999900000001,1,339.21799,1,2,4,46.529999,-4.5300002,Clc1cc(C(O)(C(=O)OC(C)C)c2ccc(Cl)cc2)ccc1,CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1cccc(Cl)c1
695,aldosterone,-3.0660000000000003,1,360.45001,2,4,3,91.66999799999999,-3.8499999,O=C(CO)C1C2(C=O)C(C3C(C4(C)C(=CC(=O)CC4)CC3)C(O)C2)CC1,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C=O)C(C(=O)CO)CCC12
696,Difenoxuron,-3.928,1,286.33099,1,2,4,50.799999,-4.1599998,O=C(N(C)C)Nc1ccc(Oc2ccc(OC)cc2)cc1,COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1
697,4-Ethyltoluene,-3.3280001000000006,1,120.195,0,1,1,0.0,-3.1099999,C(C)c1ccc(C)cc1,CCc1ccc(C)cc1
698,Diisopropylsulfide,-2.1619999,1,118.245,0,0,2,0.0,-2.24,S(C(C)C)C(C)C,CC(C)SC(C)C
699,"1,3-Dinitrobenzene",-2.2809999,1,168.108,0,1,2,86.279999,-2.29,O=[N+]([O-])c1cc([N+](=O)[O-])ccc1,O=[N+]([O-])c1cccc([N+](=O)[O-])c1
700,Ethion,-5.4710002,1,384.48699999999997,0,0,12,36.919998,-5.54,S=P(SCSP(=S)(OCC)OCC)(OCC)OCC,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC
702,cortisone acetate,-3.4260001000000004,1,402.48699999999997,1,4,3,97.739998,-4.21,O=C(OCC(=O)C1(O)C2(C)C(C3C(C(=O)C2)C2(C)C(=CC(=O)CC2)CC3)CC1)C,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C
704,p-Chloroaniline,-2.392,1,127.574,1,1,0,26.02,-1.66,Clc1ccc(N)cc1,Nc1ccc(Cl)cc1
705,"2,2-Dimethylpentanol",-1.719,1,116.204,1,0,3,20.23,-1.52,OCC(CCC)(C)C,CCCC(C)(C)CO
706,Furane,-1.837,2,68.074997,0,1,0,13.14,-0.81999999,o1cccc1,c1ccoc1
707,Methoproptryne,-3.2590001,1,271.39001,2,1,8,71.959999,-2.928,S(C)c1nc(NC(C)C)nc(NCCCOC)n1,COCCCNc1nc(NC(C)C)nc(SC)n1
708,Norea,-2.47,1,222.332,1,3,1,32.34,-3.1710000000000003,O=C(N(C)C)NC1C2C3C(C(C1)C2)CCC3,CN(C)C(=O)NC1CC2CC1C1CCCC21
709,t-Butylbenzene ,-3.5539998999999995,1,134.222,0,1,0,0.0,-3.6600001000000004,C(C)(C)(C)c1ccccc1,CC(C)(C)c1ccccc1
710,kebuzone,-2.645,1,322.36401,0,3,5,57.689999,-3.27,O=C(CCC1C(=O)N(N(c2ccccc2)C1=O)c1ccccc1)C,CC(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
711,prednisolone acetate,-3.5069999999999997,1,402.48699999999997,2,4,3,100.9,-4.369999900000001,O=C(OCC(=O)C1(O)C2(C)C(C3C(C4(C)C(=CC(=O)C=C4)CC3)C(O)C2)CC1)C,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C
712,Methyl propyl ether ,-0.71799999,1,74.123001,0,0,2,9.2299995,-0.38999999,O(CCC)C,CCCOC
713,Isopropyl acetate,-1.1909999999999998,1,102.133,0,0,1,26.299999,-0.55000001,O=C(OC(C)C)C,CC(=O)OC(C)C
714,Bromobenzene,-3.345,1,157.00999,0,1,0,0.0,-2.55,Brc1ccccc1,Brc1ccccc1
715,Ethyl-p-hydroxybenzoate ,-2.7609999,1,166.17598999999998,1,1,2,46.529999,-2.3499999,O=C(OCC)c1ccc(O)cc1,CCOC(=O)c1ccc(O)cc1
716,3-Butanoyloxymethylphenytoin,-3.4690001000000006,1,352.39001,1,3,6,75.709999,-5.0710001,O=C(OCN1C(=O)C(c2ccccc2)(c2ccccc2)NC1=O)CCC,CCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O
717,testosterone propionate,-4.869999900000001,1,344.495,0,4,2,43.369999,-5.369999900000001,O=C(OC1C2(C)C(C3C(C4(C)C(=CC(=O)CC4)CC3)CC2)CC1)CC,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
718,Coronene,-6.8850002,2,300.35999,0,7,0,0.0,-9.3319998,c12c3c4c5c6c1c1ccc6ccc5ccc4ccc3ccc2cc1,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61
719,allopurinol,-0.83999997,1,136.114,2,2,0,74.43,-2.266,O=C1NC=Nc2[nH]ncc12,O=c1[nH]cnc2[nH]ncc12
720,Chloroethylene,-1.188,1,62.499001,0,0,0,0.0,-1.75,ClC=C,C=CCl
721,diphenamid,-3.1470001,1,239.31798999999998,0,2,3,20.309998999999998,-2.98,O=C(N(C)C)C(c1ccccc1)c1ccccc1,CN(C)C(=O)C(c1ccccc1)c1ccccc1
722,Tetrabromomethane,-4.0630002,1,331.62701,0,0,0,0.0,-3.1400001,BrC(Br)(Br)Br,BrC(Br)(Br)Br
723,RTI 22,-4.408,1,296.37399,1,3,2,48.470001,-4.8709998,O=C1Nc2c(C)cc(N(C)C)cc2N(CC)c2ncccc12,CCN1c2cc(N(C)C)cc(C)c2NC(=O)c2cccnc21
724,phthalimide,-1.882,1,147.13299999999998,1,2,0,46.169998,-2.6099999,O=C1NC(=O)c2c1cccc2,O=C1NC(=O)c2ccccc21
725,Fenarimol,-4.1079998,1,331.202,1,3,3,46.009997999999996,-4.380000099999999,Clc1c(C(O)(c2cncnc2)c2ccc(Cl)cc2)cccc1,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl
726,Methyl benzoate ,-2.4619999,1,136.14999,0,1,1,26.299999,-1.85,O=C(OC)c1ccccc1,COC(=O)c1ccccc1
727,1-methyluracil,-0.375,1,126.115,1,1,0,54.860001000000004,-0.80699998,O=C1N(C)C=CC(=O)N1,Cn1ccc(=O)[nH]c1=O
728,oxyphenbutazone,-3.7390001000000006,1,324.38,1,3,5,60.849998,-3.73,O=C1N(N(c2ccccc2)C(=O)C1CCCC)c1ccc(O)cc1,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O
729,"2,2',3,5'-PCB",-6.1550002,1,291.992,0,2,1,0.0,-6.4699998,Clc1c(Cl)cccc1-c1c(Cl)ccc(Cl)c1,Clc1ccc(Cl)c(-c2cccc(Cl)c2Cl)c1
730,Quinethazone,-2.184,1,289.74399,3,2,2,101.29,-3.29,Clc1c(S(=O)(=O)N)cc2C(=O)NC(CC)Nc2c1,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1
731,Diuron,-3.3010001000000004,1,233.09801000000002,1,1,1,32.34,-3.8,Clc1c(Cl)ccc(NC(=O)N(C)C)c1,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1
732,Cyclopentene ,-1.72,2,68.119003,0,1,0,0.0,-2.0999999,C1=CCCC1,C1=CCCC1
733,alloxantin,0.91900003,1,286.15601000000004,6,2,1,191.0,-1.99,O=C1C(O)(C2(O)C(=O)NC(=O)NC2=O)C(=O)NC(=O)N1,O=C1NC(=O)C(O)(C2(O)C(=O)NC(=O)NC2=O)C(=O)N1
734,Nonane,-3.678,1,128.259,0,0,6,0.0,-5.880000099999999,C(CCCC)CCCC,CCCCCCCCC
735,2-Chlorophenol,-2.553,1,128.558,1,1,0,20.23,-1.0599999,Clc1c(O)cccc1,Oc1ccccc1Cl
736,5-Methylchrysene,-5.9310002,1,242.321,0,4,0,0.0,-6.5900002,Cc1c2c(c3c(c1)cccc3)ccc1c2cccc1,Cc1cc2ccccc2c2ccc3ccccc3c12
737,Phenetole,-2.6600001,1,122.167,0,1,2,9.2299995,-2.3299999,O(CC)c1ccccc1,CCOc1ccccc1
738,ethyl cinnamate,-3.0980000000000003,1,176.215,0,1,3,26.299999,-3.0,O=C(OCC)/C=C/c1ccccc1,CCOC(=O)/C=C/c1ccccc1
739,Terbacil,-3.033,1,216.668,1,1,0,54.860001000000004,-2.484,ClC=1C(=O)N(C(C)(C)C)C(=O)NC=1C,Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl
740,Clonazepam,-3.707,1,315.716,1,3,2,84.599998,-3.4990001000000004,Clc1c(C2=NCC(=O)Nc3c2cc([N+](=O)[O-])cc3)cccc1,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1
741,p-Toluenesulfonamide ,-1.8150001,1,171.22099,1,1,1,60.16,-1.74,S(=O)(=O)(N)c1ccc(C)cc1,Cc1ccc(S(N)(=O)=O)cc1
742,Chlorbufam,-3.6289998999999997,1,223.65900000000002,1,1,2,38.330002,-2.6170001,Clc1cc(NC(=O)OC(C#C)C)ccc1,C#CC(C)OC(=O)Nc1cccc(Cl)c1
743,2-Methylheptane,-3.3080001000000006,1,114.23200000000001,0,0,4,0.0,-5.079999900000001,C(CCCCC)(C)C,CCCCCC(C)C
744,Cyhalothrin,-6.905000200000001,1,449.85599,0,3,6,59.32,-8.175999599999999,Cl/C(/C(F)(F)F)=C/C1C(C)(C)C1C(=O)OC(C#N)c1cc(Oc2ccccc2)ccc1,CC1(C)C(/C=C(/Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
745,Apazone,-2.9000001,1,300.362,0,3,2,56.220001,-3.5380001000000005,O=C1C(CCC)C(=O)N2N1C(N(C)C)=Nc1c2cc(C)cc1,CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O
746,Diazepam,-4.0500002,1,284.746,0,3,1,32.669998,-3.7539998999999997,Clc1cc2C(c3ccccc3)=NCC(=O)N(C)c2cc1,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
747,2-Methyl-3-pentanol,-1.308,1,102.177,1,0,2,20.23,-0.69999999,OC(C(C)C)CC,CCC(O)C(C)C
748,fensulfothion,-3.283,1,308.36099,0,1,7,44.759997999999996,-2.3,[SH0](=O)(C)c1ccc(OP(=S)(OCC)OCC)cc1,CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1
749,borneol,-2.4230001,1,154.25301000000002,1,2,0,20.23,-2.3199999,OC1C2(C)C(C)(C)C(C1)CC2,CC1(C)C2CCC1(C)C(O)C2
750,Testosterone,-3.6589998999999995,1,288.431,1,4,0,37.299999,-4.02,O=C1C=C2C(C)(C3C(C4C(C)(C(O)CC4)CC3)CC2)CC1,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12
751,Heptane,-2.97,1,100.205,0,0,4,0.0,-4.5300002,C(CCC)CCC,CCCCCCC
752,1-Napthol,-3.0799999,1,144.173,1,2,0,20.23,-2.22,Oc1c2c(ccc1)cccc2,Oc1cccc2ccccc12
753,"cis-1,2-Dimethylcyclohexane",-3.3050001000000004,1,112.21600000000001,0,1,0,0.0,-4.3000002,CC1C(C)CCCC1,CC1CCCCC1C
754,Trimazosin,-3.9579998999999995,1,435.48099,2,3,6,132.5,-3.638,O=C(OCC(O)(C)C)N1CCN(c2nc(N)c3c(c(OC)c(OC)c(OC)c3)n2)CC1,COc1cc2c(N)nc(N3CCN(C(=O)OCC(C)(C)O)CC3)nc2c(OC)c1OC
755,Cholanthrene,-5.941999900000001,2,254.332,0,5,0,0.0,-7.849999900000001,c12c3cc4c5c(ccc4c1CCc2ccc3)cccc5,c1cc2c3c(c4ccc5ccccc5c4cc3c1)CC2
756,Medrogestone,-4.592999900000001,1,340.50699,0,4,1,34.139998999999996,-5.27,O=C(C)C1(C)C2(C)C(C3C=C(C)C=4C(C)(C3CC2)CCC(=O)C=4)CC1,CC(=O)C1(C)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C
757,2-Heptanone,-1.554,1,114.18799999999999,0,0,4,17.07,-1.45,O=C(CCCCC)C,CCCCCC(C)=O
758,Acephate,-0.41600001,1,183.16901000000001,1,0,3,55.400002,0.54000002,S(P(=O)(OC)NC(=O)C)C,COP(=O)(NC(C)=O)SC
759,DEF,-4.0739999,1,314.522,0,0,12,17.07,-5.1399999,S(P(SCCCC)(SCCCC)=O)CCCC,CCCCSP(=O)(SCCCC)SCCCC
760,phthalamide,-0.63599998,1,149.149,1,2,0,46.169998,-2.9319999,O=C1NC(=O)C2C1C=CC=C2,O=C1NC(=O)C2C=CC=CC12
761,Trichlomethiazide,-2.98,1,380.66199,3,2,2,118.36,-2.6800001,ClC(Cl)C1NS(=O)(=O)c2c(N1)cc(Cl)c(S(=O)(=O)N)c2,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O
762,2-Methy-2-Butene,-1.994,1,70.135002,0,0,0,0.0,-2.5599998999999998,C(=C\C)(\C)/C,CC=C(C)C
763,"1,2,4-Trimethylbenzene",-3.3429998999999997,1,120.195,0,1,0,0.0,-3.3099998999999998,Cc1c(C)ccc(C)c1,Cc1ccc(C)c(C)c1
