,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,mol_id,smiles,cano_smiles
123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7019,O=C(OC)CCCCCCCCCCCCC,CCCCCCCCCCCCCC(=O)OC
124,,,,,,,,0.0,,0.0,,,TOX26715,Nc1c(N)ccnc1,Nc1ccncc1N
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7014,OC(CCCCCC)C,CCCCCCC(C)O
126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX22494,[Si](OC)(OC)(OC)CCC,CCC[Si](OC)(OC)OC
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27088,O=CCC=1C(C)(C)CCCC=1C,CC1=C(CC=O)C(C)(C)CCC1
128,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3702,N(CCNCCN)CCN,NCCNCCNCCN
129,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,TOX3706,O[C@@H]1[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)[C@@]5(O[C@@H]5C(O)=C(C#N)C4)CC3)CC2)CC1,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O
130,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX4280,Clc1c(C2(Cn3ncnc3)OC(CCC)CO2)ccc(Cl)c1,CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1
131,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,TOX4930,Nc1c(N)ccc(C)c1,Cc1ccc(N)c(N)c1
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4931,N(CCCCC)CCCCC,CCCCCNCCCCC
133,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4284,O(CC(O)C)C,COCC(C)O
134,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX4937,S1c2c(Oc3c1cccc3)cccc2,c1ccc2c(c1)Oc1ccccc1S2
135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4286,CC1NC1,CC1CN1
136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4287,O=C(O)c1c(C2=NC(C(C)C)(C)C(=O)N2)ncc(CC)c1,CCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1
137,,,,,,,,,,0.0,,,TOX25914,O=C(O)CCC(=O)CN,NCC(=O)CCC(=O)O
138,0.0,,,1.0,0.0,,0.0,,0.0,1.0,0.0,,TOX25447,Clc1c(C(OCc2c(Cl)cccc2Cl)Cn2cncc2)ccc(Cl)c1,Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1
139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX175,Clc1c(Oc2ccc(Oc3c(Cl)cc(Cl)cn3)cc2)ncc(Cl)c1,Clc1cnc(Oc2ccc(Oc3ncc(Cl)cc3Cl)cc2)c(Cl)c1
140,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX25916,O(CCNCC(O)COc1c2c([nH]c3c2cccc3)ccc1)c1c(OC)cccc1,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12
141,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX173,ClCOCCl,ClCOCCl
142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX179,OC(CNCC(O)C)C,CC(O)CNCC(C)O
144,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX17262,O=C(C)[C@H]1[C@H](C#N)C[C@@H]2[C@]1(C)CC[C@@H]1[C@]3(C)C(=CC[C@@H]21)C[C@@H](O)CC3,CC(=O)[C@H]1[C@H](C#N)C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX25007,[As](=O)(O)(O)c1ccc([N+](=O)[O-])cc1,O=[N+]([O-])c1ccc([As](=O)(O)O)cc1
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX5886,O=C(OCC)C1C(c2ccccc2)O1,CCOC(=O)C1OC1c1ccccc1
147,0.0,0.0,1.0,,1.0,0.0,0.0,,0.0,0.0,,0.0,TOX5889,ONc1ccccc1,ONc1ccccc1
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,TOX5888,O=C(C=O)c1ccccc1,O=CC(=O)c1ccccc1
150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21530,S(=O)(=O)(OC(CC(C)C)CCC(CCCC)CC)[O-],CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-]
151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,TOX25005,ClCc1c(Cl)cc(Cl)cc1,ClCc1ccc(Cl)cc1Cl
152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6867,O=C(O)CCCCCCCCC(=O)O,O=C(O)CCCCCCCCC(=O)O
153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6864,O=C(OC)CCCCCCC,CCCCCCCC(=O)OC
154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6863,O(CC(O)C)CC(O)C,CC(O)COCC(C)O
155,,,,,,,,0.0,,0.0,,,TOX31626,O=C(O)C(=O)c1cc(C)c(C)cc1,Cc1ccc(C(=O)C(=O)O)cc1C
156,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26644,O=C(O)COc1nn(Cc2ccccc2)c2c1cccc2,O=C(O)COc1nn(Cc2ccccc2)c2ccccc12
157,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2107,Cc1[nH]ccn1,Cc1ncc[nH]1
158,0.0,,0.0,1.0,,0.0,1.0,,0.0,0.0,,,TOX27268,O=C(Nc1nnn[n-]1)c1c(OC(C)C)c2c(s1)ccc(OC)c2,COc1ccc2sc(C(=O)Nc3nnn[n-]3)c(OC(C)C)c2c1
159,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,TOX27264,Fc1ccc(C2(O)CCN([C@H]3[C@@H](O)c4c(OC3)cc(O)cc4)CC2)cc1,Oc1ccc2c(c1)OC[C@@H](N1CCC(O)(c3ccc(F)cc3)CC1)[C@H]2O
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX27265,S(=O)(=O)(N(CCC(=O)O)C1(C(=O)NO)CCCC1)c1ccc(Oc2ccc(F)cc2)cc1,O=C(O)CCN(C1(C(=O)NO)CCCC1)S(=O)(=O)c1ccc(Oc2ccc(F)cc2)cc1
161,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,TOX27266,S(=O)(=O)(NC1(C(=O)NO)CCOCC1)c1ccc(Oc2ccc(F)cc2)cc1,O=C(NO)C1(NS(=O)(=O)c2ccc(Oc3ccc(F)cc3)cc2)CCOCC1
162,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX27267,O[C@H](C)c1nc(N2[C@@H](C)CN(c3nc(C)nc(C)n3)C[C@H]2C)ccn1,Cc1nc(C)nc(N2C[C@H](C)N(c3ccnc([C@@H](C)O)n3)[C@H](C)C2)n1
163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,TOX27261,O=C(O)[C@H]([C@H](CC)C)N1C(=O)c2c(S1)cccc2,CC[C@H](C)[C@@H](C(=O)O)n1sc2ccccc2c1=O
164,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,TOX27262,S(c1c(C(C)(C)C)cc(CO)c(C)c1)C=1C(=O)O[C@@](C(C)C)(CCc2ccc(N)cc2)CC=1O,Cc1cc(SC2=C(O)C[C@@](CCc3ccc(N)cc3)(C(C)C)OC2=O)c(C(C)(C)C)cc1CO
165,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX27263,O=C1NCC(c2ccc(O)cc2)=Nc2c(C)nn(CC)c12,CCn1nc(C)c2c1C(=O)NCC(c1ccc(O)cc1)=N2
166,1.0,1.0,0.0,,1.0,,0.0,,0.0,,0.0,0.0,TOX26647,P(=O)(OCC(=O)[C@]1(O)[C@]2(C)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C(=CC(=O)CC2)CC3)CC1)([O-])[O-],C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-]
167,,,,,,,,0.0,,0.0,,,TOX28974,Clc1cc2[C@H]3[C@H](c4c(Oc2cc1)cccc4)CN(C)C3,CN1C[C@H]2c3ccccc3Oc3ccc(Cl)cc3[C@@H]2C1
168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX3721,O=C(O[C@H]1[C@@H](C)[C@@H](C)OC(=O)[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)C)[C@@H](OC)C2)[C@H](C)[C@@H](O[C@H]2[C@H](OC(=O)C)[C@@H](N(C)C)C[C@@H](C)O2)[C@@H](C)C[C@]2(C(=O)[C@@H]1C)OC2)C,CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(C)=O)[C@@H](C)C(=O)[C@@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@@H](C)[C@@H]1OC(C)=O
169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX22379,[Si](OC)(OC)(C)C,CO[Si](C)(C)OC
170,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1.0,0.0,TOX20283,Clc1ccc(C(O)(C)c2ccc(Cl)cc2)cc1,CC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1
171,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,TOX20287,Clc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1,CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1
172,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX20285,O=C(C)c1c(O)cccc1,CC(=O)c1ccccc1O
173,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TOX20284,Clc1c(CC(=O)O)c(Cl)ccc1Cl,O=C(O)Cc1c(Cl)ccc(Cl)c1Cl
174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,TOX20289,Clc1nc(C(=O)O)ccc1,O=C(O)c1cccc(Cl)n1
175,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,TOX1553,O=CCCCCCCCCC,CCCCCCCCCC=O
176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4704,C(C)(C)(C)c1ccc(C)cc1,Cc1ccc(C(C)(C)C)cc1
177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1557,BrCBr,BrCBr
178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX10307,Clc1cc(Cl)cc(N)c1,Nc1cc(Cl)cc(Cl)c1
179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX1554,O=C(O)CCCCCCCCC,CCCCCCCCCC(=O)O
180,0.0,,0.0,,,,0.0,,,,1.0,,TOX1559,O=[N+]([O-])c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,CC(C)(C)c1cc([N+](=O)[O-])cc(C(C)(C)C)c1O
182,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27487,S(=O)(=O)(OCCCCCCCCC)[O-],CCCCCCCCCOS(=O)(=O)[O-]
183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX7249,O=C(O)c1ccc(C=O)cc1,O=Cc1ccc(C(=O)O)cc1
184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7244,ClC(CCl)CC,CCC(Cl)CCl
185,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX7247,OC(C)(C)c1ccccc1,CC(C)(O)c1ccccc1
186,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7246,O=C1NCCC1,O=C1CCCN1
187,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX7241,ClCc1c(Cl)cccc1,ClCc1ccccc1Cl
188,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,TOX7240,O=[N+]([O-])c1c([N+](=O)[O-])ccc(C)c1,Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1
189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24613,N#CC1(N=NC2(C#N)CCCCC2)CCCCC1,N#CC1(N=NC2(C#N)CCCCC2)CCCCC1
190,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,,TOX24615,O=C(OCCOC(=O)C=C)C=C,C=CC(=O)OCCOC(=O)C=C
191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,TOX24616,[P+](CCCC)(CCCC)(CCCC)CCCC,CCCC[P+](CCCC)(CCCC)CCCC
192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,TOX24617,FC(F)(F)c1cc(CC#N)ccc1,N#CCc1cccc(C(F)(F)F)c1
193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24618,Brc1cc(OC)ccc1,COc1cccc(Br)c1
194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24619,N(CCCCCCCC)C,CCCCCCCCNC
195,0.0,,1.0,,1.0,0.0,0.0,,0.0,,,0.0,TOX21884,O(CC1OC(CC)OC1)c1ccc(Oc2ccccc2)cc1,CCC1OCC(COc2ccc(Oc3ccccc3)cc2)O1
196,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TOX3951,O=C(Nc1ccccc1)C1=C(C)OCCS1,CC1=C(C(=O)Nc2ccccc2)SCCO1
197,0.0,0.0,1.0,,1.0,0.0,,0.0,0.0,1.0,,0.0,TOX3950,S(N(CCCC)CCCC)N(C(=O)Oc1c2OC(C)(C)Cc2ccc1)C,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2
198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21880,O=C(Oc1nn(C(=O)N(C)C)c(C)c1)N(C)C,Cc1cc(OC(=O)N(C)C)nn1C(=O)N(C)C
199,0.0,0.0,1.0,0.0,,0.0,,,1.0,1.0,1.0,,TOX26235,Brc1c(O)c2nc(C)ccc2c(Br)c1,Cc1ccc2c(Br)cc(Br)c(O)c2n1
200,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,TOX768,O=C1C(O)=C(c2ccc(O)cc2)Oc2c1c(O)cc(O)c2,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7312,O(CC(O)C)c1ccccc1,CC(O)COc1ccccc1
202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX760,ClCCNP1(=O)N(CCCl)CCCO1,O=P1(NCCCl)OCCCN1CCCl
203,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX761,C(C=C)(=C)C,C=CC(=C)C
204,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,TOX762,OC(C)C,CC(C)O
205,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,TOX764,Clc1cc(NC(=O)OC(C)C)ccc1,CC(C)OC(=O)Nc1cccc(Cl)c1
206,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX766,O=C(OC(C)C)Nc1ccccc1,CC(C)OC(=O)Nc1ccccc1
207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX767,C(=C/c1cc2OCOc2cc1)\C,C/C=C/c1ccc2c(c1)OCO2
209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21085,Fc1c(N2CCN(C)CC2)c2OCC(C)N3c2c(C(=O)C(C(=O)O)=C3)c1,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
210,0.0,0.0,1.0,,,0.0,,,0.0,,,1.0,TOX26236,O=C(Oc1c(C)cc(OC(=O)C)c2c1cccc2)C,CC(=O)Oc1cc(C)c(OC(C)=O)c2ccccc12
211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21080,Clc1ncc(CN(/C(/NC)=C\[N+](=O)[O-])CC)cc1,CCN(Cc1ccc(Cl)nc1)/C(=C\[N+](=O)[O-])NC
212,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,1.0,,TOX27871,O=C(OC1C(C(C)C)CCC(C)C1)c1c(N)cccc1,CC1CCC(C(C)C)C(OC(=O)c2ccccc2N)C1
213,0.0,0.0,,1.0,,,0.0,,0.0,0.0,1.0,0.0,TOX27870,Clc1cc(C(=O)c2ccccc2)c(O)cc1,O=C(c1ccccc1)c1cc(Cl)ccc1O
214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27873,OC[C@@]1(O)[C@@H](O)[C@@H](O)[C@H](O)CO1,OC[C@]1(O)OC[C@@H](O)[C@H](O)[C@@H]1O
215,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,TOX27872,O=C1/C(=C\c2ccc(C)cc2)/C2C(C)(C)C1CC2,Cc1ccc(/C=C2\C(=O)C3CCC2C3(C)C)cc1
216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27875,[P+](CC(C)C)(CC(C)C)(CC(C)C)C,CC(C)C[P+](C)(CC(C)C)CC(C)C
217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27874,O=C(O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)[C@@]1(C)[C@@H]2[C@@](C)([C@H]3[C@]4(CC(=C)[C@H]([C@H](O[C@H]5[C@H](OC6[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O6)[C@@H](O[C@H]6[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O6)[C@H](O)[C@@H](CO)O5)C3)C4)CC2)CCC1,C=C1C[C@]23CC[C@@H]4[C@](C)(C(=O)O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CCC[C@]4(C)[C@@H]2C[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]2OC2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]1C3
218,0.0,,,1.0,,,,,,,1.0,,TOX27876,[P+](CCCCCCCC)(CCCCCCCC)(CCCCCCCC)CCCCCCCC,CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC
219,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6265,O=C(OCC(CCCC)CC)c1c(C(=O)OCC(CCCC)CC)ccc(C(=O)OCC(CCCC)CC)c1,CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)c(C(=O)OCC(CC)CCCC)c1
220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TOX6266,O=C1N(CCO)C(=O)N(CCO)C(=O)N1CCO,O=c1n(CCO)c(=O)n(CCO)c(=O)n1CCO
221,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX6267,P(=O)(Oc1cc(C)cc(C)c1)(Oc1cc(C)cc(C)c1)Oc1cc(C)cc(C)c1,Cc1cc(C)cc(OP(=O)(Oc2cc(C)cc(C)c2)Oc2cc(C)cc(C)c2)c1
222,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX6261,ClCC(OP(=O)(OC(CCl)CCl)OC(CCl)CCl)CCl,O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl
223,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,TOX6262,O=C1N(CC2OC2)C(=O)N(CC2OC2)C(=O)N1CC1OC1,O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1
224,0.0,0.0,,,,0.0,0.0,,,,,0.0,TOX6268,S(=O)(=O)([O-])c1c(N=Nc2c(C)cc(-c3cc(C)c(N=Nc4c(O)c5c(N)cc(S(=O)(=O)[O-])cc5cc4S(=O)(=O)[O-])cc3)cc2)c(O)c2c(N)cc(S(=O)(=O)[O-])cc2c1,Cc1cc(-c2ccc(N=Nc3c(S(=O)(=O)[O-])cc4cc(S(=O)(=O)[O-])cc(N)c4c3O)c(C)c2)ccc1N=Nc1c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])cc(N)c2c1O
225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5074,O=C(O)c1c(O)cc(O)cc1,O=C(O)c1ccc(O)cc1O
226,0.0,,,,,,,1.0,,,1.0,,TOX5076,O=[N+]([O-])c1c2C(=O)c3c([N+](=O)[O-])ccc(O)c3C(=O)c2c(O)cc1,O=C1c2c(O)ccc([N+](=O)[O-])c2C(=O)c2c([N+](=O)[O-])ccc(O)c21
227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX5070,CC1(C)Nc2c(C(C)=C1)cccc2,CC1=CC(C)(C)Nc2ccccc21
228,0.0,0.0,1.0,0.0,,0.0,,,0.0,,1.0,,TOX5078,O=C1Oc2c(c(O)cc(O)c2)C(C)=C1,Cc1cc(=O)oc2cc(O)cc(O)c12
229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5079,N(CC(C)C)CC(C)C,CC(C)CNCC(C)C
230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX3187,Clc1c(C2(NC)C(=O)CCCC2)cccc1,CNC1(c2ccccc2Cl)CCCCC1=O
231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26230,O=C(N)c1ccc(OCCNCC(O)COc2c(C)cccc2)cc1,Cc1ccccc1OCC(O)CNCCOc1ccc(C(N)=O)cc1
232,0.0,0.0,1.0,,1.0,,,,1.0,,1.0,0.0,TOX2399,O=C1Oc2c(-c3oc4c(c13)ccc(O)c4)ccc(O)c2,O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12
233,0.0,,1.0,,1.0,1.0,,1.0,1.0,0.0,,,TOX2394,O(C)c1ccc(C=2C(=O)c3c(O)cc(O)cc3OC=2)cc1,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1
234,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,0.0,,1.0,,TOX2396,O=C1c2c(O)cc(O)cc2OC(c2ccccc2)=C1,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12
235,0.0,0.0,1.0,,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,TOX2391,O=C1c2c(O)cc(O)cc2OC(c2ccc(O)cc2)=C1,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
236,,,,,1.0,1.0,,1.0,0.0,0.0,1.0,,TOX2393,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O
237,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX3049,O=C(N(c1ccccc1)C1CCN(CCc2ccccc2)CC1)CC,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
238,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX3043,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1
239,0.0,,,,0.0,,0.0,1.0,0.0,,,,TOX3042,Clc1c(Cl)cccc1C1C(C(=O)OCC)=C(C)NC(C)=C1C(=O)OC,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl
240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3041,O=C(OCC(COC(=O)N)c1ccccc1)N,NC(=O)OCC(COC(N)=O)c1ccccc1
241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,TOX3044,FC(F)(F)c1cc(CC(NCC)C)ccc1,CCNC(C)Cc1cccc(C(F)(F)F)c1
242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX12412,O=C(OC)c1c(C2=NC(=O)C(C(C)C)(C)N2)cc(C)cc1,COC(=O)c1ccc(C)cc1C1=NC(=O)C(C)(C(C)C)N1
243,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX12417,S=P(OCC)(Oc1c(C(=O)OC(C)C)cccc1)NC(C)C,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C
244,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,,1.0,0.0,TOX12416,S(C)c1nc(NC(C)(C)C)nc(NC2CC2)n1,CSc1nc(NC2CC2)nc(NC(C)(C)C)n1
