,smiles,Hepatobiliary disorders,Metabolism and nutrition disorders,Product issues,Eye disorders,Investigations,Musculoskeletal and connective tissue disorders,Gastrointestinal disorders,Social circumstances,Immune system disorders,Reproductive system and breast disorders,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",General disorders and administration site conditions,Endocrine disorders,Surgical and medical procedures,Vascular disorders,Blood and lymphatic system disorders,Skin and subcutaneous tissue disorders,"Congenital, familial and genetic disorders",Infections and infestations,"Respiratory, thoracic and mediastinal disorders",Psychiatric disorders,Renal and urinary disorders,"Pregnancy, puerperium and perinatal conditions",Ear and labyrinth disorders,Cardiac disorders,Nervous system disorders,"Injury, poisoning and procedural complications",cano_smiles
78,Nc1c(-c2ccccc2)nc2c(N)nc(N)nc2n1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1
79,Fc1cc2onc(C3CCN(CCC=4C(=O)N5C(C(O)CCC5)=NC=4C)CC3)c2cc1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O
80,O=C(O)CCCCCN,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,NCCCCCC(=O)O
81,SCC(NC(=O)C)C(=O)O,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,CC(=O)NC(CS)C(=O)O
82,O(C)c1c2OC3C(O)C=CC4C53c2c(cc1)CC4N(C)CC5,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341
83,O=C1N(C2C(O)C(O)C(CO)O2)C=CC(N)=N1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1
84,S(=O)(=O)(O)CCS,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,O=S(=O)(O)CCS
85,FCCOCCOCCOc1ncc(/C=C/c2ccc(NC)cc2)cc1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,CNc1ccc(/C=C/c2ccc(OCCOCCOCCF)nc2)cc1
88,O=C(O)[C@@H](NC(=O)c1ccc(C(CC#C)Cc2nc3c(N)nc(N)nc3nc2)cc1)CCC(=O)O,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
89,FC(F)(F)c1cc([N+](=O)[O-])c(C(=O)C2C(=O)CCCC2=O)cc1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-]
90,ClCC/C(=C(\c1ccc(OCCO)cc1)/c1ccccc1)/c1ccccc1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,OCCOc1ccc(/C(=C(\CCCl)c2ccccc2)c2ccccc2)cc1
91,O=C(O)C(N(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC(=O)O)COCc1ccccc1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)C(COCc1ccccc1)C(=O)O
92,Clc1cc2[C@H]3C(c4c(Oc2cc1)cccc4)CN(C)C3,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,CN1CC2c3ccccc3Oc3ccc(Cl)cc3[C@@H]2C1
93,[SH0](=O)(C)C,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CS(C)=O
94,Oc1c(O)ccc(CCN)c1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,NCCc1ccc(O)c(O)c1
95,O=C1C2(C)C(C3C(c4c(cc(O)cc4)CC3)CC2)CC1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O
96,S(=O)(=O)(Oc1cc2c(cc1)C1C(C3C(C)(C(=O)CC3)CC1)CC2)O,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,CC12CCC3c4ccc(OS(=O)(=O)O)cc4CCC3C1CCC2=O
97,OCCN,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,NCCO
98,O[C@H]1[C@H](O)C[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCc2c1ccc(O)c2,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O
99,FC(F)(F)c1cc(OCC(O)/C=C/[C@@H]2[C@@H](C/C=C/CCCC(=O)OC(C)C)[C@@H](O)C[C@H]2O)ccc1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,CC(C)OC(=O)CCC/C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/C(O)COc1cccc(C(F)(F)F)c1
100,O=[N+]([O-])c1sc(NC(=O)c2c(OC(=O)C)cccc2)nc1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1
101,S(=O)(=O)(Cc1cc2c(CCN(C)C)c[nH]c2cc1)N1CCCC1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12
102,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
103,O=C(O)CC1C(=O)NC(Cc2c3c([nH]c2)cccc3)C(=O)N2C(C(=O)NC(C(=O)N)CSSCCC(=O)NC(CCCC/N=C(\N)/N)C(=O)NCC(=O)N1)CCC2,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,NC(=O)C1CSSCCC(=O)NC(CCCCN=C(N)N)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)N2CCCC2C(=O)N1
104,S(=O)(=O)(OC[C@@H]1[C@@H](O[C@H]2[C@H](OS(=O)(=O)[O-])[C@@H](O)[C@H](O[C@@H]3[C@H](NS(=O)(=O)[O-])[C@@H](OS(=O)(=O)[O-])C(O[C@H]4[C@H](O)[C@@H](O)[C@H](O[C@@H]5[C@H](NS(=O)(=O)[O-])[C@@H](O)[C@H](O)[C@@H](COS(=O)(=O)[O-])O5)[C@@H](C(=O)[O-])O4)[C@@H](COS(=O)(=O)[O-])O3)[C@H](C(=O)[O-])O2)[C@H](O)[C@@H](NS(=O)(=O)[O-])[C@@H](OC)O1)[O-],1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,CO[C@H]1O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]2O[C@@H](C(=O)[O-])[C@@H](O[C@H]3O[C@H](COS(=O)(=O)[O-])C(O[C@@H]4O[C@H](C(=O)[O-])[C@@H](O[C@H]5O[C@H](COS(=O)(=O)[O-])[C@@H](O)[C@H](O)[C@H]5NS(=O)(=O)[O-])[C@H](O)[C@H]4O)[C@H](OS(=O)(=O)[O-])[C@H]3NS(=O)(=O)[O-])[C@H](O)[C@H]2OS(=O)(=O)[O-])[C@H](O)[C@H]1NS(=O)(=O)[O-]
105,O=C(N(c1ccccc1)C1(COC)CCN(CCc2sccc2)CC1)CC,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1
106,O=C(OC1C(OC)CC(CC(C)C2OC(=O)C3N(C(=O)C(=O)C4(O)C(C)CCC(O4)CC(OC)/C(/C)=C\C=C\C=C/C(C)CC(C)C(=O)C(OC)C(O)/C(/C)=C\C(C)C(=O)C2)CCCC3)CC1)C(CO)(CO)C,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OC(=O)C(C)(CO)CO)C(OC)C2)CC(=O)C(C)/C=C(/C)C(O)C(OC)C(=O)C(C)CC(C)/C=C\C=C\C=C/1C
107,O=C(OC)N[C@H](C(=O)NN(C[C@H](O)[C@@H](NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)Cc1ccccc1)Cc1ccc(-c2ncccc2)cc1)C(C)(C)C,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C
108,O=C(O)C(N)CCC(=O)N,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,NC(=O)CCC(N)C(=O)O
109,Clc1cc(c(-c2cnc(C)cc2)nc1)-c1ccc(S(=O)(=O)C)cc1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1
110,ClCC(=O)[C@@]1(O)[C@H](C)C[C@@H]2[C@]1(C)C[C@H](O)[C@]1(Cl)[C@]3(C)C(=CC(=O)C=C3)CCC21,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,C[C@@H]1C[C@H]2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl
111,O=C(OC)[C@H]1C2[C@H]3[C@@](C)([C@@]4(OC(=O)CC4)CC3)CC3O[C@@]23[C@]2(C)C(=CC(=O)CC2)C1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23OC2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)C13
112,Ic1cc(F)c(NC=2N(C)C(=O)C(C)=C3N(c4cc(NC(=O)C)ccc4)C(=O)N(C(=O)C=23)C2CC2)cc1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1
113,O=C(N[C@@H]1C(=O)N[C@@H]([C@H](O)C)C(=O)N2[C@H](C(=O)N[C@@H]([C@H](O)[C@@H](O)c3ccc(O)cc3)C(=O)N[C@@H]([C@H](O)CCN)C(=O)N3C([C@@H](O)CC3)C(=O)N[C@H](NCCN)[C@@H](O)C1)C[C@@H](O)C2)CCCCCCCCC(CC(CC)C)C,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@H](O)[C@@H](NCCN)NC(=O)C2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O
114,O=C(O)CN,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,NCC(=O)O
115,Clc1c(F)ccc(Nc2ncnc3c2cc(OCCCN2CCOCC2)c(OC)c3)c1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
116,OC(CO)CO,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,OCC(O)CO
117,O=C(O[C@]1(C#C)[C@]2(C)[C@H]([C@H]3[C@@H]([C@@H]4C(=CC(=O)CC4)CC3)CC2)CC1)C,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
118,O=C1N([C@H]2C3CCN(C2)CC3)C[C@H]2c3c1cccc3CCC2,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,O=C1c2cccc3c2[C@@H](CCC3)CN1[C@@H]1CN2CCC1CC2
120,FC(F)(F)c1cc(CCCN[C@H](C)c2c3c(ccc2)cccc3)ccc1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12
121,S(=O)(=O)(OCC1C(OC2C(OS(=O)(=O)O)C(O)C(OC3C(NS(=O)(=O)O)C(OS(=O)(=O)O)C(OC4C(OS(=O)(=O)O)C(O)C(O)C(C(=O)O)O4)C(CO)O3)C(C(=O)O)O2)C(O)C(NC(=O)C)C(O)O1)O,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,CC(=O)NC1C(O)OC(COS(=O)(=O)O)C(OC2OC(C(=O)O)C(OC3OC(CO)C(OC4OC(C(=O)O)C(O)C(O)C4OS(=O)(=O)O)C(OS(=O)(=O)O)C3NS(=O)(=O)O)C(O)C2OS(=O)(=O)O)C1O
122,NCCc1[nH]cnc1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,NCCc1cnc[nH]1
123,FC(F)(F)C(=O)NC1C(O)C(C)OC(O[C@@H]2c3c(O)c4C(=O)c5c(OC)cccc5C(=O)c4c(O)c3C[C@@](O)(C(=O)COC(=O)CCCC)C2)C1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](OC2CC(NC(=O)C(F)(F)F)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O
124,Oc1ccc(O)cc1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Oc1ccc(O)cc1
125,O=C(O)[C@H]1C(C)(C)S[C@@H]2[C@H](NC(=O)c3c(OCC)ccc4c3cccc4)C(=O)N12,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12
127,O([C@H]1[C@H](O)[C@@H](O)C(O)O[C@@H]1CO)[C@@H]1[C@H](O)[C@@H](O)[C@H](O[C@@H]2[C@H](O)[C@@H](O)[C@H](N[C@@H]3[C@H](O)[C@@H](O)[C@H](O)C(CO)=C3)[C@@H](C)O2)[C@@H](CO)O1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)OC(O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O
128,O(C1C(O)C(OC2C(O)C(N)C(O)C(CO)O2)C(N)CC1N)C1C(O)C(O)C(O)C(CN)O1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O
129,S(=O)(=O)(NC(=O)NC(C)C)c1c(Nc2cc(C)ccc2)ccnc1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1
130,O=C(CNC12CC3(O)CC(C1)CC(C3)C2)N1C(C#N)CCC1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,N#CC1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2
131,OC(CNC)c1cc(O)c(O)cc1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,CNCC(O)c1ccc(O)c(O)c1
132,O=C1N(C)C(=O)NC(=O)C1(C(C#CCC)C)CC=C,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O
133,ClC(Cl)(P(=O)(O)O)P(=O)(O)O,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,O=P(O)(O)C(Cl)(Cl)P(=O)(O)O
134,Ic1c(Oc2cc(I)c(O)c(I)c2)c(I)cc(CC(N)C(=O)O)c1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O
135,Ic1c(Oc2cc(I)c(O)cc2)c(I)cc(CC(N)C(=O)O)c1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O
137,O=C(NCCc1c2c([nH]c1)ccc(OC)c2)C,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,COc1ccc2[nH]cc(CCNC(C)=O)c2c1
138,Clc1ccc(C[C@@H](NC(=O)[C@H](NC(=O)C)Cc2cc3c(cc2)cccc3)C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2[C@H](C(=O)N[C@@H](C(=O)N)C)CCC2)CCCC/N=C(\NCC)/NCC)CC(C)C)CCCC/N=C(\NCC)/NCC)Cc2ccc(O)cc2)CO)Cc2cnccc2)cc1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,CCNC(=NCCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCCN=C(NCC)NCC)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O)NCC
140,O=C(NNCc1c(O)c(O)c(O)cc1)C(N)CO,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,NC(CO)C(=O)NNCc1ccc(O)c(O)c1O
141,O=C(O)c1cnccc1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,O=C(O)c1cccnc1
142,O=C(N)C=1C(=O)[C@@H](N(C)C)C2[C@@](O)(C=1O)C(=O)C1=C(O)c3c(O)cccc3[C@H](C)C1C2O,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)C3C(O)C21
143,CN1C(c2cnccc2)CCC1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,CN1CCCC1c1cccnc1
147,OC(CN)c1cc(O)c(O)cc1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,NCC(O)c1ccc(O)c(O)c1
151,O=C(N)c1cc2c([nH]c3c2C[C@H](NC)CC3)cc1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1
152,O=C(O)[C@@H](N[C@@H](C(=O)N1[C@H](C(=O)O)CCC1)C)CCc1ccccc1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,C[C@@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O
153,O=C(OCC)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OCC
154,O=C(N)c1oc2c(c1)cc(N1CCN(CCCCc3c4c([nH]c3)ccc(C#N)c4)CC1)cc2,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1
155,O=C(N[C@@H]1C(=O)N2C(C(=O)O)=C(C=C)CS[C@H]12)/C(=N\O)/c1nc(N)sc1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1
156,OC([C@H](/C=C/[C@@H](C)[C@@H]1[C@]2(C)[C@H](/C(=C\C=C\3/C[C@@H](O)C[C@H](O)C/3)/CCC2)CC1)C)(C)C,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,C[C@@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C\C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C)C(C)(C)O
157,O=C(N)c1nccnc1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,NC(=O)c1cnccn1
158,OCc1c(O)c(C)ncc1CO,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cc1ncc(CO)c(CO)c1O
159,O(C)c1cc2c(C(O)C3N4CC(C=C)C(C3)CC4)ccnc2cc1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12
160,OC/C=C(\C=C\C=C(/C=C/C=1C(C)(C)CCCC=1C)\C)/C,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CC1=C(/C=C/C(C)=C\C=C\C(C)=C/CO)C(C)(C)CCC1
161,S(C(=O)C1(OC(=O)CC)[C@H](C)C[C@@H]2[C@]1(C)C[C@H](O)C1(F)[C@]3(C)C([C@@H](F)C[C@@H]21)=CC(=O)C=C3)CF,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,CCC(=O)OC1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)C3(F)[C@@H](O)C[C@@]21C
